Title,Description,Keywords,AssignmentId,WorkerId,SubmitTime,WorkTimeInSeconds,argumentId1,argumentId2,Answer.equal.label
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",32SVAV9L3F95M9RC3FQFSQEZ64U3AP,AA9V4NE8SOA4I,Fri Dec 01 05:57:16 PST 2023,301,85,43,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",33F859I566DPZR33OEFDRVZF7RRBHT,A3HAPMZV7CYDY8,Fri Dec 01 04:56:04 PST 2023,416,85,43,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",33LK57MYLT5A7YKZ5M7FHRDK753SZA,A2HM35CWB7IIFM,Fri Dec 01 07:11:04 PST 2023,80,85,43,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",36PW28KO4ZW8W779SZ7BBHIWXT9EAG,A1F1BIPJR11LSR,Fri Dec 01 03:36:46 PST 2023,543,85,43,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3DH6GAKTYYP73KW84SZ4ZD1LOQQZYM,A3NAHN61XJ3ZAT,Fri Dec 01 05:20:43 PST 2023,150,85,43,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3KGTPGBS6XL0G09R5KT19HL17TR2UU,A3OZ8KF0HWSVWK,Fri Dec 01 07:42:17 PST 2023,173,85,43,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3LYA37P8IQNG1H4BUZIA4NF7Z85BK7,A1GKEEI844CEKI,Fri Dec 01 07:22:51 PST 2023,122,85,43,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3O7L7BFSHEPN2PQ74NZOSF6FA1FEIL,A35BY30TC8WCL4,Fri Dec 01 03:52:24 PST 2023,711,85,43,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3R2UR8A0IAG64BSRXN2L01N82G3XOM,A3GK90X2QOFR53,Fri Dec 01 07:55:00 PST 2023,858,85,43,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3UNH76FOCS574DXPP39ARB5C9M9YM5,A1IZ4NX41GKU4X,Fri Dec 01 05:36:18 PST 2023,90,85,43,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3018Q3ZVOIQX5BCEE5RBAOHFCI5ARV,A1GKEEI844CEKI,Fri Dec 01 05:24:31 PST 2023,57,0,160,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",34Q075JO1XDDBTFFO9F3FRNPZYB10B,A2T5YVU37RBCCP,Fri Dec 01 08:47:38 PST 2023,115,0,160,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",37UQDCYH6XV7FGVXGMK11U4SWGA7VS,A1F1BIPJR11LSR,Fri Dec 01 04:15:14 PST 2023,77,0,160,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3AAJC4I4FGSH8V19ISY1PQMXBMRZJ2,A3OZ8KF0HWSVWK,Fri Dec 01 07:38:29 PST 2023,192,0,160,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3DIP6YHAPCSUDJEUV1NXFQC175DE8G,AKSJ3C5O3V9RB,Fri Dec 01 04:31:17 PST 2023,754,0,160,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3L4PIM1GQTGY1TAHUB5RDAZMF98RYM,AA9V4NE8SOA4I,Fri Dec 01 05:40:44 PST 2023,247,0,160,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3LRKMWOKB5HH2Z31B7S9Q90G9BW2Z9,A1IZ4NX41GKU4X,Fri Dec 01 05:22:34 PST 2023,127,0,160,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3M1CVSFP605XTAXE1Q2B5Y7AGWEQAL,A3CFNUD7VR2E1E,Fri Dec 01 08:40:13 PST 2023,128,0,160,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3OVHNO1VE614591H8WCQMSRK62VZDP,A3GK90X2QOFR53,Fri Dec 01 08:15:49 PST 2023,651,0,160,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3QY5DC2MXRKKHUL3TF88T0FQGXLFUG,A3HAPMZV7CYDY8,Fri Dec 01 04:36:46 PST 2023,246,0,160,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",34J10VATJFYCZSGCDEUOMWVTT4FIQD,AVWU9JDY5G81E,Fri Dec 01 06:11:56 PST 2023,69,96,102,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3D4CH1LGEATSB2TV6OJZFPSO4RC9GJ,AKSJ3C5O3V9RB,Fri Dec 01 05:13:06 PST 2023,452,96,102,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3E7TUJ2EGCMPZIJ44YIR94PRRZ59DI,ABNJZG6Q8TVDQ,Fri Dec 01 07:28:03 PST 2023,207,96,102,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3HUTX6F6VUN53VPU9YHSABTCP7U2O8,AA9V4NE8SOA4I,Fri Dec 01 05:44:07 PST 2023,251,96,102,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3KB8R4ZV1E7BZV8S48XV6VNESREBGU,A3HAPMZV7CYDY8,Fri Dec 01 04:55:47 PST 2023,405,96,102,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3ON104KXQKWNBIDJ4YRQKK3WCNIW43,A1F1BIPJR11LSR,Fri Dec 01 03:44:21 PST 2023,453,96,102,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3PS7W85Z8Z2WG7F1QOI6E87DULR9TZ,A1IZ4NX41GKU4X,Fri Dec 01 06:19:00 PST 2023,95,96,102,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3R5F3LQFV2KV96S6Y5Q6XM3JAG0ZOK,A35BY30TC8WCL4,Fri Dec 01 07:14:10 PST 2023,397,96,102,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3Y9N9SS8LYB3KGUONPHHIRM5R7LD3V,A3OZ8KF0HWSVWK,Fri Dec 01 04:36:37 PST 2023,290,96,102,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3YT88D1N08YBYM0YF634M4HVBGEK3B,A2Q1YS118AO2BP,Fri Dec 01 03:44:08 PST 2023,132,96,102,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",337RC3OW0526U1KZKGLBKZMTR0TVL3,A2SWQM5X54P1O5,Fri Dec 01 09:43:25 PST 2023,1630,155,6,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",34PGFRQONOBDE0W475EUQMSFUKNJWW,A3GK90X2QOFR53,Fri Dec 01 07:40:22 PST 2023,788,155,6,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",37U1UTWH9VMJMNJZH77XEXBKMVI8R4,A3862RIFFUV141,Fri Dec 01 09:31:29 PST 2023,907,155,6,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",39OWYR0EPKR1Y3583G5XWLL3CLWFYE,A3HAPMZV7CYDY8,Fri Dec 01 04:40:27 PST 2023,395,155,6,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3I0BTBYZAXLA1ZQI0YMCTEYZ6J60YU,A3OZ8KF0HWSVWK,Fri Dec 01 04:10:38 PST 2023,159,155,6,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3I2PTA7R3TU35N60DHF0ZCA6L8TKQF,A1F1BIPJR11LSR,Fri Dec 01 03:56:22 PST 2023,179,155,6,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3MTMREQS4VI2D7T0DZ1HXNPW4XTWAT,A2HM35CWB7IIFM,Fri Dec 01 07:54:00 PST 2023,47,155,6,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3RANCT1ZVFHU4D9NODMCAAO51Z2BU3,A1IZ4NX41GKU4X,Fri Dec 01 06:44:03 PST 2023,66,155,6,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3RJSC4XJ10UCZBGYPWHFIH06BEG50X,A3CFNUD7VR2E1E,Fri Dec 01 09:00:12 PST 2023,140,155,6,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3X4MXAO0BGOUCOFHFAN3SDE6419RWO,AA9V4NE8SOA4I,Fri Dec 01 05:54:11 PST 2023,371,155,6,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",30JNVC0OR9KC3X5S7WC3MKUETR2HQL,AKSJ3C5O3V9RB,Fri Dec 01 07:59:24 PST 2023,1771,37,84,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",34S9DKFK73PDMVIP14OA4QUCECSNY3,A3OZ8KF0HWSVWK,Fri Dec 01 07:41:17 PST 2023,159,37,84,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",39KFRKBFINVV4GI12JONJFUH4MLOY7,A1F1BIPJR11LSR,Fri Dec 01 04:11:55 PST 2023,206,37,84,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3E1QT0TDFP96TOGGRKDO05ATZYL8IK,A3HAPMZV7CYDY8,Fri Dec 01 04:36:35 PST 2023,239,37,84,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3EG49X351UCGF5MNXRGRJ11HHG7X6V,A35BY30TC8WCL4,Fri Dec 01 06:29:40 PST 2023,97,37,84,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3HHRAGRYX85G3FATU7W7KY1QVDC9OF,A3862RIFFUV141,Fri Dec 01 07:28:46 PST 2023,131,37,84,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3IRIK4HM3AKSC7BS6VK45OG7GYJC68,A1IZ4NX41GKU4X,Fri Dec 01 06:16:06 PST 2023,67,37,84,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3OSWBBLG1EXF0E127EO5P7B9Y2XDX6,A3GK90X2QOFR53,Fri Dec 01 08:05:30 PST 2023,629,37,84,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3S06PH7KSR47ADG90L3YUY78TN9D15,AA9V4NE8SOA4I,Fri Dec 01 05:50:49 PST 2023,367,37,84,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3UJ1CZ6IZHPC0K0AYY0ZSN6P66Z5SK,A2T5YVU37RBCCP,Fri Dec 01 08:53:09 PST 2023,83,37,84,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",33F859I566DPZR33OEFDRVZF7S5HBF,A1V6CP5I0TOSAR,Fri Dec 01 09:21:51 PST 2023,52,33,98,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",345LHZDEDXSP1I5A9K76SRQTD7NU3T,AA9V4NE8SOA4I,Fri Dec 01 06:00:47 PST 2023,346,33,98,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3570Y55XZPJ7C313E0BFE6LFD09YG9,A3862RIFFUV141,Fri Dec 01 09:33:11 PST 2023,946,33,98,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",37KGEN7NJ3QJG221QW5JVO6VAMSPP9,AKSJ3C5O3V9RB,Fri Dec 01 08:59:43 PST 2023,1718,33,98,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3A0EX8ZRN8OBLMTSYEJ1DVUIXN2YBD,A1F1BIPJR11LSR,Fri Dec 01 04:11:48 PST 2023,200,33,98,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3ATPCQ38J8A62CO0S0J5IKACF6XAYC,A2HM35CWB7IIFM,Fri Dec 01 09:29:55 PST 2023,897,33,98,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3D8YOU6S9EKOY1SSSM54ZU2DNYIU6S,A3HAPMZV7CYDY8,Fri Dec 01 05:02:44 PST 2023,204,33,98,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3I33IC7ZWF2G1RVTZFCA9G970QZ2AI,A3GK90X2QOFR53,Fri Dec 01 07:51:03 PST 2023,857,33,98,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3QFUFYSY9YFL0WROE9HQGWHWHK64FR,A3OZ8KF0HWSVWK,Fri Dec 01 06:43:03 PST 2023,224,33,98,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3Z3ZLGNNSIUX9PYTSBN1IQT4AMB3QR,A1IZ4NX41GKU4X,Fri Dec 01 04:56:53 PST 2023,71,33,98,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",31Z0PCVWUKFS2OR8BRKM0CG7ZVVT7Z,A3HAPMZV7CYDY8,Fri Dec 01 04:55:58 PST 2023,412,78,109,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3AUQQEL7U5TTX5VDVNZSMFU5O2DV0P,A2HM35CWB7IIFM,Fri Dec 01 06:34:21 PST 2023,46,78,109,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3DQQ64TANGL90BZ22IJENIER3JVWPB,A1V6CP5I0TOSAR,Fri Dec 01 08:34:39 PST 2023,322,78,109,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3E337GFOL98D04XP7Y24XQN89GNNGQ,A1F1BIPJR11LSR,Fri Dec 01 03:41:33 PST 2023,496,78,109,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3G5W44VEU7ICSYCMALAO5Y64FLPKGP,A1IZ4NX41GKU4X,Fri Dec 01 05:49:15 PST 2023,92,78,109,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3PMBY0YE273FUQDQ42NGPY796ZI9C7,AKSJ3C5O3V9RB,Fri Dec 01 04:30:49 PST 2023,1219,78,109,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3PZDLQMM0TL4U6SRJT81FBZV0THC2R,A3O81LHBBI8NPK,Fri Dec 01 06:15:11 PST 2023,135,78,109,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3QILPRALQ5VY7PR7O0QG5D6ALXR8NC,A3GK90X2QOFR53,Fri Dec 01 08:30:53 PST 2023,611,78,109,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3V5Q80FXIXRGH6W8Q0X0M8V1UG623L,ABNJZG6Q8TVDQ,Fri Dec 01 07:03:50 PST 2023,163,78,109,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3Z7EFSHGN9E5VMVO7ITU51TRD2BXCG,AA9V4NE8SOA4I,Fri Dec 01 05:41:02 PST 2023,243,78,109,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",324G5B4FB38RMFUHDPWCG1E22K007W,AA9V4NE8SOA4I,Fri Dec 01 05:47:09 PST 2023,261,0,164,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",326O153BMIY6UEALC9YD1IQ2IWKEDW,A1IZ4NX41GKU4X,Fri Dec 01 06:39:11 PST 2023,81,0,164,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",36ZN444YTRY9EG3WY12KXR0TE3RIOZ,A314XJY8V1YL12,Fri Dec 01 05:59:10 PST 2023,891,0,164,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",39GAF6DQWR0T4UGVR63S0KDFTUB1VQ,A3HAPMZV7CYDY8,Fri Dec 01 04:30:48 PST 2023,244,0,164,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3B837J3LDOW157Y8V5D2VOBLYO6SR3,A1F1BIPJR11LSR,Fri Dec 01 03:43:07 PST 2023,543,0,164,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3BWI6RSP7G9QD59BLWVR1QG6WLLE77,AKSJ3C5O3V9RB,Fri Dec 01 09:25:27 PST 2023,1728,0,164,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3EJJQNKU9R5CFYKSKB13RA4JPD7HRP,A3OZ8KF0HWSVWK,Fri Dec 01 09:09:22 PST 2023,373,0,164,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3F0BG9B9MPNOJAQ2LX7L8T8MEXN7YC,A3GK90X2QOFR53,Fri Dec 01 07:27:44 PST 2023,1035,0,164,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3H0W84IWBK20VOTQUATX6776XXCREG,ABNJZG6Q8TVDQ,Fri Dec 01 07:30:37 PST 2023,68,0,164,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3U088ZLJVKT6CUVILX4O8HDJVBH0W6,A2HM35CWB7IIFM,Fri Dec 01 07:20:56 PST 2023,51,0,164,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",35K3O9HUABD3SYOH3FT3PITNU92FEA,A219VCQZADQ45W,Fri Dec 01 08:10:47 PST 2023,226,57,17,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",36TFCYNS44AWCU64TA7VGSQ7QUSXH1,A2HM35CWB7IIFM,Fri Dec 01 09:11:13 PST 2023,38,57,17,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3LPW2N6LKT2SFXSEN3VZ7OODR365UM,A3HAPMZV7CYDY8,Fri Dec 01 04:19:11 PST 2023,249,57,17,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3PM8NZGV8YG9PN57C0UPP6I8HHNXQW,A2T5YVU37RBCCP,Fri Dec 01 08:43:09 PST 2023,164,57,17,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3QBD8R3Z21JF694HDC0G3QQA9LW4OC,AA9V4NE8SOA4I,Fri Dec 01 06:04:26 PST 2023,414,57,17,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3SKRO2GZ71RFOJMJS2PLYB2YDWE1KE,A3GK90X2QOFR53,Fri Dec 01 07:37:46 PST 2023,736,57,17,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3WJ1OXY92AGRN6XIFWLBJ7MAMQH8AH,A1IZ4NX41GKU4X,Fri Dec 01 05:19:53 PST 2023,113,57,17,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3X66WABAJWI6W04FPFIPOCP24ZYG35,A1F1BIPJR11LSR,Fri Dec 01 03:56:30 PST 2023,185,57,17,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3YDTZAI2WXGUAHXG7A25RUD2GAD41G,AKSJ3C5O3V9RB,Fri Dec 01 04:23:59 PST 2023,874,57,17,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3YMTUJH0DSGVJ19P9TMFX0WX8TI4T3,A3OZ8KF0HWSVWK,Fri Dec 01 09:02:26 PST 2023,374,57,17,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",382M9COHEHFSBGL7Y4O2BIUQ4W7UEE,A29VL3MZE7YPBZ,Fri Dec 01 05:38:26 PST 2023,198,4,10,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3CFJTT4SXTQ2TABXHFLIM5EYOESI7K,A2T5YVU37RBCCP,Fri Dec 01 09:09:21 PST 2023,87,4,10,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3DBQWDE4Y6YFK785Q2JDTTWJJ7O5N5,A3GK90X2QOFR53,Fri Dec 01 07:24:54 PST 2023,926,4,10,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3L6L49WXW0XTYZYZ8X4HUKQJSQI45Y,A3HAPMZV7CYDY8,Fri Dec 01 04:17:42 PST 2023,470,4,10,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3PEIJLRY6TTE9K1TO9TVHV0U5I5WX0,ABNJZG6Q8TVDQ,Fri Dec 01 09:09:32 PST 2023,122,4,10,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3VFJCI1K4ZZYF2PH05JL6ASIADDRGJ,A1F1BIPJR11LSR,Fri Dec 01 03:52:35 PST 2023,279,4,10,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3WR9XG3T63B8L3CIWQJES44FJWG47G,AA9V4NE8SOA4I,Fri Dec 01 05:41:52 PST 2023,256,4,10,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3X4MXAO0BGOUCOFHFAN3SDE641FRWU,A1IZ4NX41GKU4X,Fri Dec 01 06:25:03 PST 2023,64,4,10,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3XLBSAQ9Z4COO007HJ94M0HOKRI7ZU,A1GKEEI844CEKI,Fri Dec 01 05:14:43 PST 2023,100,4,10,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3YOH7BII097VAV2HZG9A5Z9E20BVKN,A3OZ8KF0HWSVWK,Fri Dec 01 04:51:57 PST 2023,201,4,10,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",31Q0U3WYDPFRT4FZ980CU6XC7CD71D,A1IZ4NX41GKU4X,Fri Dec 01 06:45:15 PST 2023,71,89,90,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",34QN5IT0TZRVMTZ0NUOIU1AXD4680R,AA9V4NE8SOA4I,Fri Dec 01 05:49:38 PST 2023,316,89,90,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",35DR22AR5DKHIMZ5EPITCYPX7PUX3E,A1F1BIPJR11LSR,Fri Dec 01 04:00:52 PST 2023,139,89,90,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3AMYWKA6YBMTLW8VW0TV0OAO5C46O1,A3GK90X2QOFR53,Fri Dec 01 07:30:57 PST 2023,776,89,90,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3FFJ6VRIL1OOBZBDWG097Q4BG0MI0K,AKSJ3C5O3V9RB,Fri Dec 01 09:35:18 PST 2023,1779,89,90,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3HUTX6F6VUN53VPU9YHSABTCP742OI,A2HM35CWB7IIFM,Fri Dec 01 08:14:27 PST 2023,56,89,90,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3L2IS5HSFAIW5MYKR3RL15OZIOJUNE,A3CFNUD7VR2E1E,Fri Dec 01 08:35:45 PST 2023,107,89,90,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3LJ7UR74RHDXOO45CX03O1Q5JBJN48,A3HAPMZV7CYDY8,Fri Dec 01 04:35:27 PST 2023,189,89,90,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3OS4RQUCR9F5LVCXTORDOAN2RCRFBC,A3OZ8KF0HWSVWK,Fri Dec 01 09:12:16 PST 2023,518,89,90,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3Z3ZLGNNSIUX9PYTSBN1IQT4AMKQ3N,A3862RIFFUV141,Fri Dec 01 07:41:21 PST 2023,143,89,90,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",31Q0U3WYDPFRT4FZ980CU6XC7C517Z,A3HAPMZV7CYDY8,Fri Dec 01 05:01:57 PST 2023,215,3,78,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",32AT8R96GL9TLZQPZZ870ZY55NFUSE,A22KRF782ELLB0,Fri Dec 01 05:11:52 PST 2023,259,3,78,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3CCZ6YKWR7JUV54BPS08BS1ZEI3956,AVWU9JDY5G81E,Fri Dec 01 05:52:38 PST 2023,50,3,78,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3I33IC7ZWF2G1RVTZFCA9G970QN2A6,A3OZ8KF0HWSVWK,Fri Dec 01 04:17:05 PST 2023,250,3,78,Argument 1
